0,left,25000,fit,1395,lates,184,expired,0,imbalance,95,low,0,med,0,high,0
1000,left,24813,fit,1375,lates,184,expired,0,imbalance,91,low,0,med,0,high,0
2000,left,24915,fit,1285,lates,181,expired,0,imbalance,76,low,0,med,0,high,0
3000,left,24814,fit,1225,lates,178,expired,0,imbalance,67,low,0,med,0,high,0
4000,left,24919,fit,1180,lates,175,expired,0,imbalance,61,low,0,med,0,high,0
5000,left,24956,fit,1110,lates,171,expired,0,imbalance,51,low,0,med,0,high,0
6000,left,24873,fit,1065,lates,169,expired,0,imbalance,44,low,0,med,0,high,0
7000,left,24977,fit,1005,lates,168,expired,0,imbalance,33,low,0,med,0,high,0
8000,left,24743,fit,985,lates,167,expired,0,imbalance,30,low,0,med,0,high,0
9000,left,24850,fit,950,lates,165,expired,0,imbalance,25,low,0,med,0,high,0
10000,left,24845,fit,925,lates,161,expired,0,imbalance,24,low,0,med,0,high,0
11000,left,24852,fit,885,lates,158,expired,0,imbalance,19,low,0,med,0,high,0
12000,left,24897,fit,865,lates,157,expired,0,imbalance,16,low,0,med,0,high,0
13000,left,24894,fit,830,lates,151,expired,0,imbalance,15,low,0,med,0,high,0
14000,left,24856,fit,795,lates,146,expired,0,imbalance,13,low,0,med,0,high,0
15000,left,24859,fit,770,lates,143,expired,0,imbalance,11,low,0,med,0,high,0
16000,left,24907,fit,740,lates,141,expired,0,imbalance,7,low,0,med,0,high,0
17000,left,24743,fit,725,lates,138,expired,0,imbalance,7,low,0,med,0,high,0
18000,left,24593,fit,715,lates,136,expired,0,imbalance,7,low,0,med,0,high,0
19000,left,24902,fit,695,lates,131,expired,0,imbalance,8,low,0,med,0,high,0
20000,left,24919,fit,665,lates,129,expired,0,imbalance,4,low,0,med,0,high,0
21000,left,24988,fit,645,lates,125,expired,0,imbalance,4,low,0,med,0,high,0
22000,left,24828,fit,620,lates,123,expired,0,imbalance,1,low,0,med,0,high,0
23000,left,24753,fit,590,lates,116,expired,0,imbalance,2,low,0,med,0,high,0
24000,left,24938,fit,565,lates,111,expired,0,imbalance,2,low,0,med,0,high,0
25000,left,24939,fit,540,lates,106,expired,0,imbalance,2,low,0,med,0,high,0
26000,left,24990,fit,525,lates,103,expired,0,imbalance,2,low,0,med,0,high,0
27000,left,24996,fit,510,lates,100,expired,0,imbalance,2,low,0,med,0,high,0
28000,left,24671,fit,500,lates,98,expired,0,imbalance,2,low,0,med,0,high,0
29000,left,24610,fit,485,lates,95,expired,0,imbalance,2,low,0,med,0,high,0
30000,left,24927,fit,465,lates,92,expired,0,imbalance,1,low,0,med,0,high,0
31000,left,24665,fit,460,lates,91,expired,0,imbalance,1,low,0,med,0,high,0
32000,left,24426,fit,450,lates,89,expired,0,imbalance,1,low,0,med,0,high,0
33000,left,24908,fit,435,lates,86,expired,0,imbalance,1,low,0,med,0,high,0
34000,left,23908,fit,435,lates,86,expired,0,imbalance,1,low,0,med,0,high,0
35000,left,24797,fit,415,lates,82,expired,0,imbalance,1,low,0,med,0,high,0
36000,left,24519,fit,405,lates,80,expired,0,imbalance,1,low,0,med,0,high,0
37000,left,24838,fit,390,lates,78,expired,0,imbalance,0,low,0,med,0,high,0
38000,left,24500,fit,385,lates,77,expired,0,imbalance,0,low,0,med,0,high,0
39000,left,24888,fit,375,lates,75,expired,0,imbalance,0,low,0,med,0,high,0
40000,left,24706,fit,370,lates,74,expired,0,imbalance,0,low,0,med,0,high,0
41000,left,24736,fit,360,lates,71,expired,0,imbalance,1,low,0,med,0,high,0
42000,left,24349,fit,350,lates,70,expired,0,imbalance,0,low,0,med,0,high,0
43000,left,24905,fit,330,lates,66,expired,0,imbalance,0,low,0,med,0,high,0
44000,left,24765,fit,320,lates,64,expired,0,imbalance,0,low,0,med,0,high,0
45000,left,24392,fit,315,lates,63,expired,0,imbalance,0,low,0,med,0,high,0
46000,left,24537,fit,305,lates,61,expired,0,imbalance,0,low,0,med,0,high,0
47000,left,24524,fit,295,lates,59,expired,0,imbalance,0,low,0,med,0,high,0
48000,left,24818,fit,285,lates,57,expired,0,imbalance,0,low,0,med,0,high,0
49000,left,24325,fit,280,lates,56,expired,0,imbalance,0,low,0,med,0,high,0
50000,left,24919,fit,270,lates,54,expired,0,imbalance,0,low,0,med,0,high,0
51000,left,23919,fit,270,lates,54,expired,0,imbalance,0,low,0,med,0,high,0
52000,left,24190,fit,265,lates,53,expired,0,imbalance,0,low,0,med,0,high,0
53000,left,23190,fit,265,lates,53,expired,0,imbalance,0,low,0,med,0,high,0
54000,left,24142,fit,260,lates,52,expired,0,imbalance,0,low,0,med,0,high,0
55000,left,24446,fit,255,lates,51,expired,0,imbalance,0,low,0,med,0,high,0
56000,left,24772,fit,245,lates,49,expired,0,imbalance,0,low,0,med,0,high,0
57000,left,24510,fit,240,lates,48,expired,0,imbalance,0,low,0,med,0,high,0
58000,left,23510,fit,240,lates,48,expired,0,imbalance,0,low,0,med,0,high,0
59000,left,24736,fit,230,lates,46,expired,0,imbalance,0,low,0,med,0,high,0
60000,left,23736,fit,230,lates,46,expired,0,imbalance,0,low,0,med,0,high,0
61000,left,22736,fit,230,lates,46,expired,0,imbalance,0,low,0,med,0,high,0
62000,left,24901,fit,220,lates,44,expired,0,imbalance,0,low,0,med,0,high,0
63000,left,24698,fit,215,lates,43,expired,0,imbalance,0,low,0,med,0,high,0
64000,left,24391,fit,210,lates,42,expired,0,imbalance,0,low,0,med,0,high,0
65000,left,23391,fit,210,lates,42,expired,0,imbalance,0,low,0,med,0,high,0
66000,left,24835,fit,205,lates,41,expired,0,imbalance,0,low,0,med,0,high,0
67000,left,23835,fit,205,lates,41,expired,0,imbalance,0,low,0,med,0,high,0
68000,left,24421,fit,200,lates,40,expired,0,imbalance,0,low,0,med,0,high,0
69000,left,24955,fit,190,lates,38,expired,0,imbalance,0,low,0,med,0,high,0
70000,left,23955,fit,190,lates,38,expired,0,imbalance,0,low,0,med,0,high,0
71000,left,22955,fit,190,lates,38,expired,0,imbalance,0,low,0,med,0,high,0
72000,left,21955,fit,190,lates,38,expired,0,imbalance,0,low,0,med,0,high,0
73000,left,20955,fit,190,lates,38,expired,0,imbalance,0,low,0,med,0,high,0
74000,left,19955,fit,190,lates,38,expired,0,imbalance,0,low,0,med,0,high,0
75000,left,24979,fit,185,lates,37,expired,0,imbalance,0,low,0,med,0,high,0
76000,left,23979,fit,185,lates,37,expired,0,imbalance,0,low,0,med,0,high,0
77000,left,24710,fit,180,lates,36,expired,0,imbalance,0,low,0,med,0,high,0
78000,left,24713,fit,175,lates,35,expired,0,imbalance,0,low,0,med,0,high,0
79000,left,24548,fit,170,lates,34,expired,0,imbalance,0,low,0,med,0,high,0
80000,left,23548,fit,170,lates,34,expired,0,imbalance,0,low,0,med,0,high,0
81000,left,22548,fit,170,lates,34,expired,0,imbalance,0,low,0,med,0,high,0
82000,left,21548,fit,170,lates,34,expired,0,imbalance,0,low,0,med,0,high,0
83000,left,24374,fit,165,lates,33,expired,0,imbalance,0,low,0,med,0,high,0
84000,left,23374,fit,165,lates,33,expired,0,imbalance,0,low,0,med,0,high,0
85000,left,24987,fit,160,lates,32,expired,0,imbalance,0,low,0,med,0,high,0
86000,left,23987,fit,160,lates,32,expired,0,imbalance,0,low,0,med,0,high,0
87000,left,24974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
88000,left,23974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
89000,left,22974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
90000,left,21974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
91000,left,20974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
92000,left,19974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
93000,left,18974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
94000,left,17974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
95000,left,16974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
96000,left,15974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
97000,left,14974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
98000,left,13974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
99000,left,12974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
100000,left,11974,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
101000,left,24143,fit,145,lates,29,expired,0,imbalance,0,low,0,med,0,high,0
102000,left,23143,fit,145,lates,29,expired,0,imbalance,0,low,0,med,0,high,0
103000,left,22143,fit,145,lates,29,expired,0,imbalance,0,low,0,med,0,high,0
104000,left,24094,fit,140,lates,28,expired,0,imbalance,0,low,0,med,0,high,0
105000,left,23094,fit,140,lates,28,expired,0,imbalance,0,low,0,med,0,high,0
106000,left,22094,fit,140,lates,28,expired,0,imbalance,0,low,0,med,0,high,0
107000,left,21094,fit,140,lates,28,expired,0,imbalance,0,low,0,med,0,high,0
108000,left,24691,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
109000,left,23691,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
110000,left,22691,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
111000,left,21691,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
112000,left,20691,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
113000,left,19691,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
114000,left,18691,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
115000,left,24903,fit,130,lates,26,expired,0,imbalance,0,low,0,med,0,high,0
116000,left,23903,fit,130,lates,26,expired,0,imbalance,0,low,0,med,0,high,0
117000,left,22903,fit,130,lates,26,expired,0,imbalance,0,low,0,med,0,high,0
118000,left,24912,fit,125,lates,25,expired,0,imbalance,0,low,0,med,0,high,0
119000,left,23912,fit,125,lates,25,expired,0,imbalance,0,low,0,med,0,high,0
120000,left,24828,fit,120,lates,24,expired,0,imbalance,0,low,0,med,0,high,0
121000,left,23828,fit,120,lates,24,expired,0,imbalance,0,low,0,med,0,high,0
122000,left,22828,fit,120,lates,24,expired,0,imbalance,0,low,0,med,0,high,0
123000,left,24487,fit,115,lates,23,expired,0,imbalance,0,low,0,med,0,high,0
124000,left,23487,fit,115,lates,23,expired,0,imbalance,0,low,0,med,0,high,0
125000,left,22487,fit,115,lates,23,expired,0,imbalance,0,low,0,med,0,high,0
126000,left,21487,fit,115,lates,23,expired,0,imbalance,0,low,0,med,0,high,0
127000,left,24920,fit,110,lates,22,expired,0,imbalance,0,low,0,med,0,high,0
128000,left,23920,fit,110,lates,22,expired,0,imbalance,0,low,0,med,0,high,0
129000,left,22920,fit,110,lates,22,expired,0,imbalance,0,low,0,med,0,high,0
130000,left,21920,fit,110,lates,22,expired,0,imbalance,0,low,0,med,0,high,0
131000,left,20920,fit,110,lates,22,expired,0,imbalance,0,low,0,med,0,high,0
132000,left,19920,fit,110,lates,22,expired,0,imbalance,0,low,0,med,0,high,0
