0,left,25000,fit,1495,lates,200,expired,0,imbalance,99,low,0,med,0,high,0
1000,left,24979,fit,1415,lates,197,expired,0,imbalance,86,low,0,med,0,high,0
2000,left,24820,fit,1370,lates,196,expired,0,imbalance,78,low,0,med,0,high,0
3000,left,24808,fit,1290,lates,193,expired,0,imbalance,65,low,0,med,0,high,0
4000,left,24894,fit,1230,lates,189,expired,0,imbalance,57,low,0,med,0,high,0
5000,left,24986,fit,1175,lates,191,expired,0,imbalance,44,low,0,med,0,high,0
6000,left,24834,fit,1130,lates,187,expired,0,imbalance,39,low,0,med,0,high,0
7000,left,24689,fit,1090,lates,186,expired,0,imbalance,32,low,0,med,0,high,0
8000,left,24832,fit,1055,lates,183,expired,0,imbalance,28,low,0,med,0,high,0
9000,left,24866,fit,1025,lates,179,expired,0,imbalance,26,low,0,med,0,high,0
10000,left,24927,fit,990,lates,177,expired,0,imbalance,21,low,0,med,0,high,0
11000,left,24959,fit,955,lates,175,expired,0,imbalance,16,low,0,med,0,high,0
12000,left,24911,fit,925,lates,173,expired,0,imbalance,12,low,0,med,0,high,0
13000,left,24800,fit,890,lates,168,expired,0,imbalance,10,low,0,med,0,high,0
14000,left,24911,fit,860,lates,167,expired,0,imbalance,5,low,0,med,0,high,0
15000,left,24786,fit,835,lates,162,expired,0,imbalance,5,low,0,med,0,high,0
16000,left,24680,fit,820,lates,159,expired,0,imbalance,5,low,0,med,0,high,0
17000,left,24695,fit,810,lates,158,expired,0,imbalance,4,low,0,med,0,high,0
18000,left,24992,fit,790,lates,156,expired,0,imbalance,2,low,0,med,0,high,0
19000,left,24815,fit,760,lates,150,expired,0,imbalance,2,low,0,med,0,high,0
20000,left,24957,fit,740,lates,145,expired,0,imbalance,3,low,0,med,0,high,0
21000,left,24640,fit,720,lates,141,expired,0,imbalance,3,low,0,med,0,high,0
22000,left,24825,fit,695,lates,138,expired,0,imbalance,1,low,0,med,0,high,0
23000,left,24778,fit,675,lates,134,expired,0,imbalance,1,low,0,med,0,high,0
24000,left,24767,fit,655,lates,130,expired,0,imbalance,1,low,0,med,0,high,0
25000,left,24910,fit,635,lates,126,expired,0,imbalance,1,low,0,med,0,high,0
26000,left,24819,fit,625,lates,124,expired,0,imbalance,1,low,0,med,0,high,0
27000,left,24719,fit,605,lates,121,expired,0,imbalance,0,low,0,med,0,high,0
28000,left,24883,fit,580,lates,116,expired,0,imbalance,0,low,0,med,0,high,0
29000,left,24761,fit,570,lates,114,expired,0,imbalance,0,low,0,med,0,high,0
30000,left,24605,fit,555,lates,111,expired,0,imbalance,0,low,0,med,0,high,0
31000,left,24907,fit,530,lates,106,expired,0,imbalance,0,low,0,med,0,high,0
32000,left,24465,fit,515,lates,103,expired,0,imbalance,0,low,0,med,0,high,0
33000,left,24590,fit,495,lates,99,expired,0,imbalance,0,low,0,med,0,high,0
34000,left,24556,fit,480,lates,96,expired,0,imbalance,0,low,0,med,0,high,0
35000,left,24841,fit,470,lates,94,expired,0,imbalance,0,low,0,med,0,high,0
36000,left,24630,fit,450,lates,90,expired,0,imbalance,0,low,0,med,0,high,0
37000,left,24859,fit,430,lates,86,expired,0,imbalance,0,low,0,med,0,high,0
38000,left,24938,fit,420,lates,84,expired,0,imbalance,0,low,0,med,0,high,0
39000,left,24796,fit,410,lates,82,expired,0,imbalance,0,low,0,med,0,high,0
40000,left,24907,fit,390,lates,78,expired,0,imbalance,0,low,0,med,0,high,0
41000,left,24479,fit,385,lates,77,expired,0,imbalance,0,low,0,med,0,high,0
42000,left,24906,fit,375,lates,75,expired,0,imbalance,0,low,0,med,0,high,0
43000,left,24930,fit,360,lates,72,expired,0,imbalance,0,low,0,med,0,high,0
44000,left,24494,fit,355,lates,71,expired,0,imbalance,0,low,0,med,0,high,0
45000,left,24561,fit,350,lates,70,expired,0,imbalance,0,low,0,med,0,high,0
46000,left,24886,fit,330,lates,66,expired,0,imbalance,0,low,0,med,0,high,0
47000,left,24496,fit,320,lates,64,expired,0,imbalance,0,low,0,med,0,high,0
48000,left,24411,fit,315,lates,63,expired,0,imbalance,0,low,0,med,0,high,0
49000,left,24447,fit,310,lates,62,expired,0,imbalance,0,low,0,med,0,high,0
50000,left,24641,fit,300,lates,60,expired,0,imbalance,0,low,0,med,0,high,0
51000,left,24675,fit,290,lates,58,expired,0,imbalance,0,low,0,med,0,high,0
52000,left,24746,fit,280,lates,56,expired,0,imbalance,0,low,0,med,0,high,0
53000,left,24643,fit,270,lates,54,expired,0,imbalance,0,low,0,med,0,high,0
54000,left,24807,fit,265,lates,53,expired,0,imbalance,0,low,0,med,0,high,0
55000,left,23807,fit,265,lates,53,expired,0,imbalance,0,low,0,med,0,high,0
56000,left,24910,fit,260,lates,52,expired,0,imbalance,0,low,0,med,0,high,0
57000,left,23910,fit,260,lates,52,expired,0,imbalance,0,low,0,med,0,high,0
58000,left,24815,fit,250,lates,50,expired,0,imbalance,0,low,0,med,0,high,0
59000,left,24440,fit,245,lates,48,expired,0,imbalance,1,low,0,med,0,high,0
60000,left,24510,fit,240,lates,47,expired,0,imbalance,1,low,0,med,0,high,0
61000,left,24162,fit,235,lates,46,expired,0,imbalance,1,low,0,med,0,high,0
62000,left,24994,fit,225,lates,44,expired,0,imbalance,1,low,0,med,0,high,0
63000,left,24899,fit,215,lates,43,expired,0,imbalance,0,low,0,med,0,high,0
64000,left,23899,fit,215,lates,43,expired,0,imbalance,0,low,0,med,0,high,0
65000,left,22899,fit,215,lates,43,expired,0,imbalance,0,low,0,med,0,high,0
66000,left,24906,fit,210,lates,42,expired,0,imbalance,0,low,0,med,0,high,0
67000,left,24579,fit,205,lates,41,expired,0,imbalance,0,low,0,med,0,high,0
68000,left,23579,fit,205,lates,41,expired,0,imbalance,0,low,0,med,0,high,0
69000,left,22579,fit,205,lates,41,expired,0,imbalance,0,low,0,med,0,high,0
70000,left,24258,fit,200,lates,40,expired,0,imbalance,0,low,0,med,0,high,0
71000,left,23258,fit,200,lates,40,expired,0,imbalance,0,low,0,med,0,high,0
72000,left,24245,fit,195,lates,39,expired,0,imbalance,0,low,0,med,0,high,0
73000,left,24996,fit,180,lates,36,expired,0,imbalance,0,low,0,med,0,high,0
74000,left,23996,fit,180,lates,36,expired,0,imbalance,0,low,0,med,0,high,0
75000,left,24705,fit,170,lates,34,expired,0,imbalance,0,low,0,med,0,high,0
76000,left,23705,fit,170,lates,34,expired,0,imbalance,0,low,0,med,0,high,0
77000,left,24698,fit,165,lates,33,expired,0,imbalance,0,low,0,med,0,high,0
78000,left,23698,fit,165,lates,33,expired,0,imbalance,0,low,0,med,0,high,0
79000,left,22698,fit,165,lates,33,expired,0,imbalance,0,low,0,med,0,high,0
80000,left,21698,fit,165,lates,33,expired,0,imbalance,0,low,0,med,0,high,0
81000,left,20698,fit,165,lates,33,expired,0,imbalance,0,low,0,med,0,high,0
82000,left,24619,fit,160,lates,32,expired,0,imbalance,0,low,0,med,0,high,0
83000,left,24433,fit,155,lates,31,expired,0,imbalance,0,low,0,med,0,high,0
84000,left,23433,fit,155,lates,31,expired,0,imbalance,0,low,0,med,0,high,0
85000,left,22433,fit,155,lates,31,expired,0,imbalance,0,low,0,med,0,high,0
86000,left,24864,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
87000,left,23864,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
88000,left,22864,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
89000,left,21864,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
90000,left,20864,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
91000,left,19864,fit,150,lates,30,expired,0,imbalance,0,low,0,med,0,high,0
92000,left,24282,fit,145,lates,29,expired,0,imbalance,0,low,0,med,0,high,0
93000,left,23282,fit,145,lates,29,expired,0,imbalance,0,low,0,med,0,high,0
94000,left,22282,fit,145,lates,29,expired,0,imbalance,0,low,0,med,0,high,0
95000,left,21282,fit,145,lates,29,expired,0,imbalance,0,low,0,med,0,high,0
96000,left,20282,fit,145,lates,29,expired,0,imbalance,0,low,0,med,0,high,0
97000,left,24221,fit,140,lates,28,expired,0,imbalance,0,low,0,med,0,high,0
98000,left,23221,fit,140,lates,28,expired,0,imbalance,0,low,0,med,0,high,0
99000,left,22221,fit,140,lates,28,expired,0,imbalance,0,low,0,med,0,high,0
100000,left,21221,fit,140,lates,28,expired,0,imbalance,0,low,0,med,0,high,0
101000,left,24205,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
102000,left,23205,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
103000,left,22205,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
104000,left,21205,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
105000,left,20205,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
106000,left,19205,fit,135,lates,27,expired,0,imbalance,0,low,0,med,0,high,0
107000,left,24831,fit,130,lates,26,expired,0,imbalance,0,low,0,med,0,high,0
