Dataset 86
Run 0
82000,left,49829,fit,98,lates,98,expired,0,imbalance,0
83000,left,49706,fit,96,lates,96,expired,0,imbalance,0
84000,left,49387,fit,94,lates,94,expired,0,imbalance,0
85000,left,49034,fit,92,lates,92,expired,0,imbalance,0
86000,left,48034,fit,92,lates,92,expired,0,imbalance,0
87000,left,49205,fit,89,lates,89,expired,0,imbalance,0
88000,left,49809,fit,88,lates,88,expired,0,imbalance,0
89000,left,49652,fit,86,lates,86,expired,0,imbalance,0
90000,left,49371,fit,84,lates,84,expired,0,imbalance,0
91000,left,48371,fit,84,lates,84,expired,0,imbalance,0
92000,left,49595,fit,83,lates,83,expired,0,imbalance,0
93000,left,49808,fit,82,lates,82,expired,0,imbalance,0
94000,left,49936,fit,80,lates,80,expired,0,imbalance,0
95000,left,49501,fit,77,lates,77,expired,0,imbalance,0
96000,left,48501,fit,77,lates,77,expired,0,imbalance,0
97000,left,49908,fit,76,lates,76,expired,0,imbalance,0
98000,left,49807,fit,75,lates,75,expired,0,imbalance,0
99000,left,49769,fit,74,lates,74,expired,0,imbalance,0
100000,left,49060,fit,72,lates,72,expired,0,imbalance,0
101000,left,49191,fit,71,lates,71,expired,0,imbalance,0
102000,left,49474,fit,69,lates,69,expired,0,imbalance,0
103000,left,49905,fit,67,lates,67,expired,0,imbalance,0
104000,left,48905,fit,67,lates,67,expired,0,imbalance,0
105000,left,49975,fit,64,lates,64,expired,0,imbalance,0
106000,left,48975,fit,64,lates,64,expired,0,imbalance,0
107000,left,49800,fit,62,lates,62,expired,0,imbalance,0
108000,left,49352,fit,60,lates,60,expired,0,imbalance,0
109000,left,49740,fit,59,lates,59,expired,0,imbalance,0
110000,left,48740,fit,59,lates,59,expired,0,imbalance,0
111000,left,49987,fit,57,lates,57,expired,0,imbalance,0
112000,left,48987,fit,57,lates,57,expired,0,imbalance,0
113000,left,49795,fit,56,lates,56,expired,0,imbalance,0
114000,left,49326,fit,55,lates,55,expired,0,imbalance,0
115000,left,49361,fit,54,lates,54,expired,0,imbalance,0
116000,left,49789,fit,53,lates,53,expired,0,imbalance,0
117000,left,49618,fit,52,lates,52,expired,0,imbalance,0
118000,left,49818,fit,51,lates,51,expired,0,imbalance,0
119000,left,49091,fit,50,lates,50,expired,0,imbalance,0
120000,left,49271,fit,49,lates,49,expired,0,imbalance,0
121000,left,49691,fit,48,lates,48,expired,0,imbalance,0
122000,left,48691,fit,48,lates,48,expired,0,imbalance,0
123000,left,49769,fit,46,lates,46,expired,0,imbalance,0
124000,left,49674,fit,45,lates,45,expired,0,imbalance,0
125000,left,48674,fit,45,lates,45,expired,0,imbalance,0
126000,left,49148,fit,43,lates,43,expired,0,imbalance,0
127000,left,49847,fit,42,lates,42,expired,0,imbalance,0
128000,left,48847,fit,42,lates,42,expired,0,imbalance,0
129000,left,49370,fit,41,lates,41,expired,0,imbalance,0
130000,left,49297,fit,40,lates,40,expired,0,imbalance,0
131000,left,48297,fit,40,lates,40,expired,0,imbalance,0
132000,left,47297,fit,40,lates,40,expired,0,imbalance,0
133000,left,49512,fit,39,lates,39,expired,0,imbalance,0
134000,left,48512,fit,39,lates,39,expired,0,imbalance,0
135000,left,49146,fit,38,lates,38,expired,0,imbalance,0
136000,left,49525,fit,37,lates,37,expired,0,imbalance,0
137000,left,48525,fit,37,lates,37,expired,0,imbalance,0
138000,left,49474,fit,36,lates,36,expired,0,imbalance,0
139000,left,48474,fit,36,lates,36,expired,0,imbalance,0
140000,left,49509,fit,35,lates,35,expired,0,imbalance,0
141000,left,48509,fit,35,lates,35,expired,0,imbalance,0
142000,left,47509,fit,35,lates,35,expired,0,imbalance,0
143000,left,46509,fit,35,lates,35,expired,0,imbalance,0
144000,left,49357,fit,34,lates,34,expired,0,imbalance,0
145000,left,49095,fit,33,lates,33,expired,0,imbalance,0
146000,left,48095,fit,33,lates,33,expired,0,imbalance,0
147000,left,49527,fit,32,lates,32,expired,0,imbalance,0
148000,left,48527,fit,32,lates,32,expired,0,imbalance,0
149000,left,49012,fit,31,lates,31,expired,0,imbalance,0
150000,left,49095,fit,30,lates,30,expired,0,imbalance,0
151000,left,48095,fit,30,lates,30,expired,0,imbalance,0
152000,left,49711,fit,29,lates,29,expired,0,imbalance,0
153000,left,48711,fit,29,lates,29,expired,0,imbalance,0
154000,left,47711,fit,29,lates,29,expired,0,imbalance,0
155000,left,49541,fit,28,lates,28,expired,0,imbalance,0
156000,left,48541,fit,28,lates,28,expired,0,imbalance,0
157000,left,49816,fit,27,lates,27,expired,0,imbalance,0
158000,left,48816,fit,27,lates,27,expired,0,imbalance,0
159000,left,49182,fit,26,lates,26,expired,0,imbalance,0
160000,left,48182,fit,26,lates,26,expired,0,imbalance,0
161000,left,47182,fit,26,lates,26,expired,0,imbalance,0
162000,left,49758,fit,25,lates,25,expired,0,imbalance,0
163000,left,48758,fit,25,lates,25,expired,0,imbalance,0
164000,left,49885,fit,24,lates,24,expired,0,imbalance,0
165000,left,48885,fit,24,lates,24,expired,0,imbalance,0
166000,left,49163,fit,23,lates,23,expired,0,imbalance,0
167000,left,49082,fit,22,lates,22,expired,0,imbalance,0
168000,left,48082,fit,22,lates,22,expired,0,imbalance,0
169000,left,47082,fit,22,lates,22,expired,0,imbalance,0
170000,left,46082,fit,22,lates,22,expired,0,imbalance,0
171000,left,45082,fit,22,lates,22,expired,0,imbalance,0
172000,left,44082,fit,22,lates,22,expired,0,imbalance,0
173000,left,49751,fit,21,lates,21,expired,0,imbalance,0
174000,left,48751,fit,21,lates,21,expired,0,imbalance,0
175000,left,47751,fit,21,lates,21,expired,0,imbalance,0
176000,left,46751,fit,21,lates,21,expired,0,imbalance,0
177000,left,45751,fit,21,lates,21,expired,0,imbalance,0
178000,left,44751,fit,21,lates,21,expired,0,imbalance,0
179000,left,43751,fit,21,lates,21,expired,0,imbalance,0
180000,left,42751,fit,21,lates,21,expired,0,imbalance,0
181000,left,41751,fit,21,lates,21,expired,0,imbalance,0
182000,left,40751,fit,21,lates,21,expired,0,imbalance,0
183000,left,49028,fit,20,lates,20,expired,0,imbalance,0
184000,left,48028,fit,20,lates,20,expired,0,imbalance,0
185000,left,47028,fit,20,lates,20,expired,0,imbalance,0
186000,left,46028,fit,20,lates,20,expired,0,imbalance,0
187000,left,45028,fit,20,lates,20,expired,0,imbalance,0
188000,left,49283,fit,19,lates,19,expired,0,imbalance,0
189000,left,48283,fit,19,lates,19,expired,0,imbalance,0
190000,left,49019,fit,18,lates,18,expired,0,imbalance,0
191000,left,49664,fit,17,lates,17,expired,0,imbalance,0
192000,left,49838,fit,16,lates,16,expired,0,imbalance,0
193000,left,48838,fit,16,lates,16,expired,0,imbalance,0
194000,left,47838,fit,16,lates,16,expired,0,imbalance,0
195000,left,46838,fit,16,lates,16,expired,0,imbalance,0
196000,left,45838,fit,16,lates,16,expired,0,imbalance,0
197000,left,44838,fit,16,lates,16,expired,0,imbalance,0
198000,left,43838,fit,16,lates,16,expired,0,imbalance,0
199000,left,42838,fit,16,lates,16,expired,0,imbalance,0
200000,left,49900,fit,15,lates,15,expired,0,imbalance,0
201000,left,48900,fit,15,lates,15,expired,0,imbalance,0
202000,left,47900,fit,15,lates,15,expired,0,imbalance,0
203000,left,46900,fit,15,lates,15,expired,0,imbalance,0
204000,left,45900,fit,15,lates,15,expired,0,imbalance,0
205000,left,44900,fit,15,lates,15,expired,0,imbalance,0
206000,left,43900,fit,15,lates,15,expired,0,imbalance,0
207000,left,42900,fit,15,lates,15,expired,0,imbalance,0
208000,left,41900,fit,15,lates,15,expired,0,imbalance,0
209000,left,49613,fit,14,lates,14,expired,0,imbalance,0
210000,left,48613,fit,14,lates,14,expired,0,imbalance,0
211000,left,47613,fit,14,lates,14,expired,0,imbalance,0
212000,left,46613,fit,14,lates,14,expired,0,imbalance,0
213000,left,45613,fit,14,lates,14,expired,0,imbalance,0
214000,left,44613,fit,14,lates,14,expired,0,imbalance,0
215000,left,43613,fit,14,lates,14,expired,0,imbalance,0
216000,left,42613,fit,14,lates,14,expired,0,imbalance,0
217000,left,49065,fit,13,lates,13,expired,0,imbalance,0
218000,left,48065,fit,13,lates,13,expired,0,imbalance,0
219000,left,47065,fit,13,lates,13,expired,0,imbalance,0
220000,left,46065,fit,13,lates,13,expired,0,imbalance,0
221000,left,45065,fit,13,lates,13,expired,0,imbalance,0
222000,left,44065,fit,13,lates,13,expired,0,imbalance,0
223000,left,43065,fit,13,lates,13,expired,0,imbalance,0
224000,left,42065,fit,13,lates,13,expired,0,imbalance,0
225000,left,41065,fit,13,lates,13,expired,0,imbalance,0
226000,left,40065,fit,13,lates,13,expired,0,imbalance,0
227000,left,39065,fit,13,lates,13,expired,0,imbalance,0
228000,left,38065,fit,13,lates,13,expired,0,imbalance,0
229000,left,37065,fit,13,lates,13,expired,0,imbalance,0
230000,left,36065,fit,13,lates,13,expired,0,imbalance,0
231000,left,35065,fit,13,lates,13,expired,0,imbalance,0
232000,left,34065,fit,13,lates,13,expired,0,imbalance,0
233000,left,33065,fit,13,lates,13,expired,0,imbalance,0
234000,left,32065,fit,13,lates,13,expired,0,imbalance,0
235000,left,31065,fit,13,lates,13,expired,0,imbalance,0
236000,left,30065,fit,13,lates,13,expired,0,imbalance,0
237000,left,29065,fit,13,lates,13,expired,0,imbalance,0
238000,left,28065,fit,13,lates,13,expired,0,imbalance,0
239000,left,27065,fit,13,lates,13,expired,0,imbalance,0
240000,left,26065,fit,13,lates,13,expired,0,imbalance,0
241000,left,25065,fit,13,lates,13,expired,0,imbalance,0
242000,left,24065,fit,13,lates,13,expired,0,imbalance,0
243000,left,23065,fit,13,lates,13,expired,0,imbalance,0
244000,left,22065,fit,13,lates,13,expired,0,imbalance,0
245000,left,21065,fit,13,lates,13,expired,0,imbalance,0
246000,left,20065,fit,13,lates,13,expired,0,imbalance,0
247000,left,19065,fit,13,lates,13,expired,0,imbalance,0
248000,left,18065,fit,13,lates,13,expired,0,imbalance,0
249000,left,17065,fit,13,lates,13,expired,0,imbalance,0
250000,left,16065,fit,13,lates,13,expired,0,imbalance,0
251000,left,15065,fit,13,lates,13,expired,0,imbalance,0
252000,left,14065,fit,13,lates,13,expired,0,imbalance,0
253000,left,13065,fit,13,lates,13,expired,0,imbalance,0
254000,left,12065,fit,13,lates,13,expired,0,imbalance,0
255000,left,11065,fit,13,lates,13,expired,0,imbalance,0
256000,left,49944,fit,12,lates,12,expired,0,imbalance,0
257000,left,48944,fit,12,lates,12,expired,0,imbalance,0
258000,left,47944,fit,12,lates,12,expired,0,imbalance,0
259000,left,46944,fit,12,lates,12,expired,0,imbalance,0
260000,left,45944,fit,12,lates,12,expired,0,imbalance,0
261000,left,44944,fit,12,lates,12,expired,0,imbalance,0
262000,left,49119,fit,11,lates,11,expired,0,imbalance,0
263000,left,48119,fit,11,lates,11,expired,0,imbalance,0
264000,left,47119,fit,11,lates,11,expired,0,imbalance,0
265000,left,46119,fit,11,lates,11,expired,0,imbalance,0
266000,left,45119,fit,11,lates,11,expired,0,imbalance,0
267000,left,49048,fit,10,lates,10,expired,0,imbalance,0
268000,left,48048,fit,10,lates,10,expired,0,imbalance,0
269000,left,47048,fit,10,lates,10,expired,0,imbalance,0
270000,left,46048,fit,10,lates,10,expired,0,imbalance,0
271000,left,45048,fit,10,lates,10,expired,0,imbalance,0
272000,left,44048,fit,10,lates,10,expired,0,imbalance,0
273000,left,43048,fit,10,lates,10,expired,0,imbalance,0
274000,left,42048,fit,10,lates,10,expired,0,imbalance,0
275000,left,41048,fit,10,lates,10,expired,0,imbalance,0
276000,left,40048,fit,10,lates,10,expired,0,imbalance,0
277000,left,39048,fit,10,lates,10,expired,0,imbalance,0
278000,left,38048,fit,10,lates,10,expired,0,imbalance,0
279000,left,37048,fit,10,lates,10,expired,0,imbalance,0
280000,left,36048,fit,10,lates,10,expired,0,imbalance,0
281000,left,35048,fit,10,lates,10,expired,0,imbalance,0
282000,left,34048,fit,10,lates,10,expired,0,imbalance,0
283000,left,33048,fit,10,lates,10,expired,0,imbalance,0
284000,left,32048,fit,10,lates,10,expired,0,imbalance,0
285000,left,31048,fit,10,lates,10,expired,0,imbalance,0
286000,left,30048,fit,10,lates,10,expired,0,imbalance,0
287000,left,29048,fit,10,lates,10,expired,0,imbalance,0
288000,left,28048,fit,10,lates,10,expired,0,imbalance,0
289000,left,27048,fit,10,lates,10,expired,0,imbalance,0
290000,left,26048,fit,10,lates,10,expired,0,imbalance,0
291000,left,25048,fit,10,lates,10,expired,0,imbalance,0
292000,left,24048,fit,10,lates,10,expired,0,imbalance,0
293000,left,23048,fit,10,lates,10,expired,0,imbalance,0
294000,left,22048,fit,10,lates,10,expired,0,imbalance,0
295000,left,21048,fit,10,lates,10,expired,0,imbalance,0
296000,left,20048,fit,10,lates,10,expired,0,imbalance,0
297000,left,19048,fit,10,lates,10,expired,0,imbalance,0
298000,left,49857,fit,9,lates,9,expired,0,imbalance,0
299000,left,48857,fit,9,lates,9,expired,0,imbalance,0
300000,left,47857,fit,9,lates,9,expired,0,imbalance,0
301000,left,46857,fit,9,lates,9,expired,0,imbalance,0
302000,left,45857,fit,9,lates,9,expired,0,imbalance,0
303000,left,44857,fit,9,lates,9,expired,0,imbalance,0
304000,left,43857,fit,9,lates,9,expired,0,imbalance,0
305000,left,42857,fit,9,lates,9,expired,0,imbalance,0
306000,left,41857,fit,9,lates,9,expired,0,imbalance,0
307000,left,40857,fit,9,lates,9,expired,0,imbalance,0
308000,left,39857,fit,9,lates,9,expired,0,imbalance,0
309000,left,38857,fit,9,lates,9,expired,0,imbalance,0
310000,left,37857,fit,9,lates,9,expired,0,imbalance,0
311000,left,36857,fit,9,lates,9,expired,0,imbalance,0
312000,left,35857,fit,9,lates,9,expired,0,imbalance,0
313000,left,34857,fit,9,lates,9,expired,0,imbalance,0
314000,left,33857,fit,9,lates,9,expired,0,imbalance,0
315000,left,49694,fit,8,lates,8,expired,0,imbalance,0
316000,left,48694,fit,8,lates,8,expired,0,imbalance,0
317000,left,47694,fit,8,lates,8,expired,0,imbalance,0
318000,left,46694,fit,8,lates,8,expired,0,imbalance,0
319000,left,49463,fit,7,lates,7,expired,0,imbalance,0
320000,left,48463,fit,7,lates,7,expired,0,imbalance,0
321000,left,47463,fit,7,lates,7,expired,0,imbalance,0
322000,left,46463,fit,7,lates,7,expired,0,imbalance,0
323000,left,45463,fit,7,lates,7,expired,0,imbalance,0
324000,left,44463,fit,7,lates,7,expired,0,imbalance,0
325000,left,43463,fit,7,lates,7,expired,0,imbalance,0
326000,left,42463,fit,7,lates,7,expired,0,imbalance,0
327000,left,41463,fit,7,lates,7,expired,0,imbalance,0
328000,left,40463,fit,7,lates,7,expired,0,imbalance,0
329000,left,39463,fit,7,lates,7,expired,0,imbalance,0
330000,left,38463,fit,7,lates,7,expired,0,imbalance,0
331000,left,37463,fit,7,lates,7,expired,0,imbalance,0
332000,left,36463,fit,7,lates,7,expired,0,imbalance,0
333000,left,35463,fit,7,lates,7,expired,0,imbalance,0
334000,left,34463,fit,7,lates,7,expired,0,imbalance,0
335000,left,33463,fit,7,lates,7,expired,0,imbalance,0
336000,left,32463,fit,7,lates,7,expired,0,imbalance,0
337000,left,31463,fit,7,lates,7,expired,0,imbalance,0
338000,left,30463,fit,7,lates,7,expired,0,imbalance,0
339000,left,29463,fit,7,lates,7,expired,0,imbalance,0
340000,left,28463,fit,7,lates,7,expired,0,imbalance,0
341000,left,27463,fit,7,lates,7,expired,0,imbalance,0
342000,left,26463,fit,7,lates,7,expired,0,imbalance,0
343000,left,25463,fit,7,lates,7,expired,0,imbalance,0
344000,left,24463,fit,7,lates,7,expired,0,imbalance,0
345000,left,23463,fit,7,lates,7,expired,0,imbalance,0
346000,left,22463,fit,7,lates,7,expired,0,imbalance,0
347000,left,21463,fit,7,lates,7,expired,0,imbalance,0
348000,left,20463,fit,7,lates,7,expired,0,imbalance,0
349000,left,19463,fit,7,lates,7,expired,0,imbalance,0
350000,left,18463,fit,7,lates,7,expired,0,imbalance,0
351000,left,17463,fit,7,lates,7,expired,0,imbalance,0
352000,left,16463,fit,7,lates,7,expired,0,imbalance,0
353000,left,15463,fit,7,lates,7,expired,0,imbalance,0
354000,left,14463,fit,7,lates,7,expired,0,imbalance,0
355000,left,13463,fit,7,lates,7,expired,0,imbalance,0
356000,left,49913,fit,6,lates,6,expired,0,imbalance,0
357000,left,48913,fit,6,lates,6,expired,0,imbalance,0
358000,left,47913,fit,6,lates,6,expired,0,imbalance,0
359000,left,46913,fit,6,lates,6,expired,0,imbalance,0
360000,left,45913,fit,6,lates,6,expired,0,imbalance,0
361000,left,44913,fit,6,lates,6,expired,0,imbalance,0
362000,left,43913,fit,6,lates,6,expired,0,imbalance,0
363000,left,42913,fit,6,lates,6,expired,0,imbalance,0
364000,left,41913,fit,6,lates,6,expired,0,imbalance,0
365000,left,40913,fit,6,lates,6,expired,0,imbalance,0
366000,left,39913,fit,6,lates,6,expired,0,imbalance,0
367000,left,38913,fit,6,lates,6,expired,0,imbalance,0
368000,left,37913,fit,6,lates,6,expired,0,imbalance,0
369000,left,36913,fit,6,lates,6,expired,0,imbalance,0
370000,left,35913,fit,6,lates,6,expired,0,imbalance,0
371000,left,34913,fit,6,lates,6,expired,0,imbalance,0
372000,left,33913,fit,6,lates,6,expired,0,imbalance,0
373000,left,32913,fit,6,lates,6,expired,0,imbalance,0
374000,left,49199,fit,5,lates,5,expired,0,imbalance,0
375000,left,48199,fit,5,lates,5,expired,0,imbalance,0
376000,left,47199,fit,5,lates,5,expired,0,imbalance,0
377000,left,46199,fit,5,lates,5,expired,0,imbalance,0
378000,left,45199,fit,5,lates,5,expired,0,imbalance,0
379000,left,44199,fit,5,lates,5,expired,0,imbalance,0
380000,left,43199,fit,5,lates,5,expired,0,imbalance,0
381000,left,42199,fit,5,lates,5,expired,0,imbalance,0
382000,left,41199,fit,5,lates,5,expired,0,imbalance,0
383000,left,40199,fit,5,lates,5,expired,0,imbalance,0
384000,left,39199,fit,5,lates,5,expired,0,imbalance,0
385000,left,38199,fit,5,lates,5,expired,0,imbalance,0
386000,left,37199,fit,5,lates,5,expired,0,imbalance,0
387000,left,36199,fit,5,lates,5,expired,0,imbalance,0
388000,left,35199,fit,5,lates,5,expired,0,imbalance,0
389000,left,34199,fit,5,lates,5,expired,0,imbalance,0
390000,left,33199,fit,5,lates,5,expired,0,imbalance,0
391000,left,32199,fit,5,lates,5,expired,0,imbalance,0
392000,left,31199,fit,5,lates,5,expired,0,imbalance,0
393000,left,30199,fit,5,lates,5,expired,0,imbalance,0
394000,left,29199,fit,5,lates,5,expired,0,imbalance,0
395000,left,28199,fit,5,lates,5,expired,0,imbalance,0
396000,left,27199,fit,5,lates,5,expired,0,imbalance,0
397000,left,26199,fit,5,lates,5,expired,0,imbalance,0
398000,left,25199,fit,5,lates,5,expired,0,imbalance,0
399000,left,24199,fit,5,lates,5,expired,0,imbalance,0
400000,left,23199,fit,5,lates,5,expired,0,imbalance,0
401000,left,22199,fit,5,lates,5,expired,0,imbalance,0
402000,left,21199,fit,5,lates,5,expired,0,imbalance,0
403000,left,20199,fit,5,lates,5,expired,0,imbalance,0
404000,left,19199,fit,5,lates,5,expired,0,imbalance,0
405000,left,18199,fit,5,lates,5,expired,0,imbalance,0
406000,left,17199,fit,5,lates,5,expired,0,imbalance,0
407000,left,16199,fit,5,lates,5,expired,0,imbalance,0
408000,left,15199,fit,5,lates,5,expired,0,imbalance,0
409000,left,14199,fit,5,lates,5,expired,0,imbalance,0
410000,left,13199,fit,5,lates,5,expired,0,imbalance,0
411000,left,12199,fit,5,lates,5,expired,0,imbalance,0
412000,left,11199,fit,5,lates,5,expired,0,imbalance,0
413000,left,10199,fit,5,lates,5,expired,0,imbalance,0
414000,left,9199,fit,5,lates,5,expired,0,imbalance,0
415000,left,8199,fit,5,lates,5,expired,0,imbalance,0
416000,left,7199,fit,5,lates,5,expired,0,imbalance,0
417000,left,6199,fit,5,lates,5,expired,0,imbalance,0
418000,left,5199,fit,5,lates,5,expired,0,imbalance,0
419000,left,4199,fit,5,lates,5,expired,0,imbalance,0
420000,left,3199,fit,5,lates,5,expired,0,imbalance,0
421000,left,2199,fit,5,lates,5,expired,0,imbalance,0
422000,left,1199,fit,5,lates,5,expired,0,imbalance,0
423000,left,199,fit,5,lates,5,expired,0,imbalance,0
Final
423199,left,0,fit,5,lates,5,expired,0,imbalance,0
CPC Plan
Issues :
CPC on lates shift: 	5
License expired before training: 	0
Imbalanced group places: 	0
Plan by week / day 
Week , Day , Driver ID ,Group,Duty,Expiry Week, Final Year
0,1,90,CENTRAL,2,22,true
0,1,136,CENTRAL,1,3,true, ON LATE DUTY!
0,1,435,CENTRAL,2,2,true
0,1,701,CENTRAL,2,9,false
0,1,856,MARINE,2,32,false
0,1,1068,MARINE,2,38,true
0,1,1172,MARINE,2,17,false
0,1,1351,LONGSTONE,2,9,true
0,1,1394,LONGSTONE,2,5,false
0,1,1449,LONGSTONE,2,10,false
0,1,1492,LONGSTONE,2,33,true
0,1,1902,ECB,2,5,false
0,2,80,CENTRAL,2,23,false
0,2,184,CENTRAL,2,3,true
0,2,223,CENTRAL,2,36,false
0,2,287,CENTRAL,2,3,true
0,2,945,MARINE,2,29,false
0,2,973,MARINE,2,7,false
0,2,1362,LONGSTONE,2,34,false
0,2,1384,LONGSTONE,2,32,false
0,2,1538,LONGSTONE,2,3,false
0,2,1665,LONGSTONE,2,3,false
0,2,1685,LCB,2,29,false
0,2,1775,LCB,2,1,true
0,3,87,CENTRAL,2,9,false
0,3,338,CENTRAL,2,1,true
0,3,432,CENTRAL,2,28,false
0,3,451,CENTRAL,2,24,false
0,3,1182,MARINE,2,33,false
0,3,1509,LONGSTONE,2,26,false
0,3,1554,LONGSTONE,2,10,false
0,3,1585,LONGSTONE,2,15,true
0,3,1827,ECB,2,30,true
0,3,1947,ECB,2,33,false
0,4,61,LMC,2,28,true
0,4,189,CENTRAL,2,34,true
0,4,324,CENTRAL,2,10,true
0,4,566,CENTRAL,2,12,false
0,4,1030,MARINE,2,3,true
0,4,1210,MARINE,2,3,true
0,4,1242,LONGSTONE,2,6,true
0,4,1529,LONGSTONE,1,2,true, ON LATE DUTY!
0,4,1770,LCB,2,1,true
0,4,1871,ECB,2,1,false
0,4,1996,EBT,2,5,true
0,5,170,CENTRAL,2,18,true
0,5,436,CENTRAL,2,31,false
0,5,575,CENTRAL,2,2,false
0,5,631,CENTRAL,2,33,true
0,5,730,CENTRAL,2,8,false
0,5,968,MARINE,2,32,false
0,5,1033,MARINE,2,15,false
0,5,1602,LONGSTONE,2,1,true
0,5,1648,LONGSTONE,2,38,false
0,5,1891,ECB,2,17,true
1,1,328,CENTRAL,2,19,true
1,1,408,CENTRAL,2,15,false
1,1,583,CENTRAL,2,4,true
1,1,969,MARINE,2,4,true
